title,address,region,renting,area,toward,room,traffic,launchtime,floor,elevator,introduction,imagelink
整租·明日星城 2室2厅 南,黄浦-董家渡-明日星城,黄浦,11000,97,南,2-2-1,小南门-465;陆家浜路-764;南浦大桥-847;老西门-1143;,2019-08-24,低-33,1,"【房源亮点】 二房南北通透透，双房朝南，房子新2011年的小区，厨卫全明，居家装修，家具家电齐全，采光不挡。
【交通出行】 小区地铁9号线，9号线小南门站，小区到9号线2号口300米。9号线东到曹路，2站到陆家嘴，小区一期近陆家浜路，可以接上南浦大桥。西到松江南站，5站徐家汇。9号线贯穿4/11/12/17/13/8/2/6地铁，陆家浜路多条公交线路，贯穿上海各个区域
业主说 
【周边配套】 小区位于董家渡板块，小区北面是百年豫园。 南面是黄浦滨江，西面打浦桥，日月光，新天地。 东面黄浦江，滨江跑道。有菜市场和超市",https://image1.ljcdn.com/310000-inspection/b70e4f02-58ff-49f2-b286-9d65e7637b5d.jpg.780x439.jpg
整租·水电路386弄 1室1厅 西,虹口-凉城-水电路386弄,虹口,4500,42,西,1-1-1,虹口足球场-985;赤峰路-1122;,2019-08-24,高-7,0,"【房源亮点】 此房装修相当不错，居家好选择，室内所需家居家电齐全，可拎包入住，无需带除衣物外的任何东西，小区目前旁边有银行，交通，购物都比较完善，500米左右有大型购物商场龙之梦+虹口足球场，房间南北通透，现寻有缘人，不求高价只求爱惜
【装修描述】 该房是居家装修，主卧室宽大，空气流通性好，对身体健康有益，卫生间各种卫浴齐全，厨房各种橱柜，灶具设备齐全，房源为本小区优质户型，方正，空间感好
【交通出行】 500米左右就是大型购物商场龙之梦+虹口足球场3/8号线，！！！交通便利，公交也方便，您可以随心情选择是开车，乘地铁亦或是感受公交共享单车的别样风情，都很方便
【出租原因】 上一个租客因为工作的调换，才选择退租，原住户对房子保养得很好，各类设施都完好无损，您可以拎包入住，不求高价，只求爱惜
【周边配套】 有银行，菜市场，龙之梦，让您在喧闹中又能感受到一丝静雅，让您在想去购物逛街的时候有地可选择，想安静休息的时候又能感受到它的静雅。
【小区介绍】 房子不把边，临街但是靠里，环境安静，小区环境不错，给您一个全新的开始，小区与众不同，您来看一看可能就爱上它了哟。",https://image1.ljcdn.com/310000-inspection/117364fd-374f-4cb9-88f3-2d26e05a7836.jpg.780x439.jpg
整租·塘和家园德宁苑 1室1厅 南,松江-泗泾-塘和家园德宁苑,松江,1800,53,南,1-1-1,,2019-08-23,高-18,1,,https://image1.ljcdn.com/310000-inspection/10117f9a-b93b-44bd-9883-fbfe7a0a0191.jpg.780x439.jpg
整租·延平路462弄 1室0厅 南,静安-曹家渡-延平路462弄,静安,5800,42,南,1-0-1,昌平路-524;长寿路-737;武宁路-794;,2019-06-29,高-6,0,"【装修描述】 房子装修好，里面保养的也不错，现在房东就要找一个比较爱护房子的客户，需要了解更多房源信息贝壳找乔宏伟
【交通出行】 地铁： 昌平路(地铁7号线)、静安寺（地铁2-7号线） 公交：13号线武宁路站，以及多路公交站台
【周边配套】 巴黎春天、亚新生活广场，农工商超市、长寿公园，生活便捷。出门就是余姚菜市场，配套齐，生活交通便利。",http://vrlab-image.ljcdn.com/release/auto3dhd/99fd182a0ca275acf1849b5b4240aa47/screenshot/1544515628_4/pc0_aBc3cbMnH.jpg.q_70.jpg
整租·东方城市豪庭 2室1厅 南,浦东-惠南-东方城市豪庭,浦东,2000,123,南,2-1-1,惠南-1109;,2018-07-26,高-17,0,"【房源亮点】 小区品质好，绿化好，入住率高。小区保安24小时巡逻，安全舒适。近沪南公路，交通便捷。
【交通出行】 近沪南公路、川南奉公路。距离地铁1.5km，近地铁16号线，去市区方便。
【周边配套】 有京东、惠南镇图书馆，煲仔饭、麦香鱼黑面等美食较多。生活配备齐全。",https://image1.ljcdn.com/310000-inspection/a17240da-a84f-4296-a651-c0f2cae5fcba.jpg.780x439.jpg
整租·延平路481弄 1室1厅 南,静安-曹家渡-延平路481弄,静安,5800,41,南,1-1-1,昌平路-570;长寿路-690;武宁路-747;,2019-08-01,中-6,0,,https://image1.ljcdn.com/310000-inspection/e5b991e5-cb03-442f-a806-08fb0280d9f4.jpg.780x439.jpg
整租·真光七街坊 2室1厅 南,普陀-真光-真光七街坊,普陀,4500,57,南,2-1-1,,2019-08-23,高-6,0,"【房源亮点】 户型正气，精装全配，南北两房，楼层好4楼，看房方便，随时入住。有需要随时联系。
【装修描述】 看房随时看 菜场购物一应俱 m小区环境好 干净清爽 ````
【交通出行】 交通便利11号线5mi3.4号线15mi（曹杨站） 小区门口有公交62路、323路、727路、750路、340路、561路、717路、、165路、743路、856路、106路、807路、856路等10余条公交线路，（可直达静安寺）门口有大量公用单车 摩拜，11号线祁连山路，中环百联，购物方便",http://vrlab-image.ljcdn.com/release/auto3dhd/9a38153cc7639c295a61e33b3643c988/screenshot/1561166236_9/pc0_K7VE6pySq.jpg.q_70.jpg
整租·棕榈滩海景城 2室2厅,奉贤-海湾-棕榈滩海景城,奉贤,1000,91,2室2厅1卫,14,,2018-10-12,低-14,1,,https://image1.ljcdn.com/shfdfs-image/20170607/3f7a9fe4-3f97-4a00-ab69-cbb73a7b2055.jpg.780x439.jpg
整租·茂名公寓 1室1厅 南,静安-南京西路-茂名公寓,静安,6500,37,南,1-1-1,南京西路-79;淮海中路-675;陕西南路-871;,2019-08-17,中-6,0,"【交通出行】 ①小区近轨道交通 12号13号 2号线 前往陆家嘴、南京东路、长寿路都很方便  ②公交车23路49路出门即到可直达陆家嘴 
【周边配套】 附.近香港兴业太古汇100米即可到达吴江路。周.边生活便捷，银行，超市，菜市场等。配套非，常完善
【小区介绍】  ①小区出门可步行至兴业太古汇、吴江路小吃街、梅龙镇广场、南京西路1515号 ② 小区南门出门既可以到菜场",https://image1.ljcdn.com/310000-inspection/a0ec49c6-7e34-4674-a136-e79f2d03731e.jpg.780x439.jpg
整租·政民路230弄 1室1厅 南,杨浦-五角场-政民路230弄,杨浦,4000,35,南,1-1-1,江湾体育场-487;三门路-807;五角场-1052;,2019-08-23,高-6,0,,https://image1.ljcdn.com/310000-inspection/6c3d278b-d74f-41ff-a457-2bba94df8dbd.jpg.780x439.jpg
整租·丹桂佳苑 3室2厅 南,浦东-惠南-丹桂佳苑,浦东,2000,111,南,3-2-1,,2019-06-13,高-6,0,"【装修描述】 此房是一室一厅，精装修，干净整洁，家具家电都有，拎包入住，楼层位置好！
【交通出行】 距离惠南地铁站3.3公里，可乘坐芦杜专线，车程大约15-20Min；小区南边宣黄公路，自驾出行方便！
【周边配套】 楼盘位于小区安静位置，闹市中的世外桃源，隐隐于世，惬意的生活，是一种享受，才能显示您的尊贵！旁边生活配套齐全，小区环境优美，居住安静舒适，让你居住在这享受品质生活",https://image1.ljcdn.com/310000-inspection/73537698-b029-4134-8d36-95b2f5e73454.jpg.780x439.jpg
整租·心圆西苑 1室1厅 南,浦东-川沙-心圆西苑,浦东,2700,59,南,1-1-1,,2019-08-24,低-15,1,"【房源亮点】 本房是两室两厅，边套南北通透，采光良好，简装，家具家电有需要可以配，居住舒适度高。

【交通出行】 1.小区东门出门就有公交站：1119路，1056路，川沙5路，交通便利。 2，距离川沙地铁口2.1公里。（数据来自于高德地图
【周边配套】 1，距离绣川幼儿园200米，孩子上学方便。 2，距离百联川沙购物商场2公里，距离家乐福1公里。 3，距离上海市浦东新区中医医院750米， 4.距离迪士尼2.7公里。5，距离招商银行1.2公里。（数据来自于高德地图",https://image1.ljcdn.com/310000-inspection/f151a5e0-35b1-42ba-8308-644c318adbd5.jpg.780x439.jpg
整租·爱博五村 1室1厅 南,闵行-华漕-爱博五村,闵行,2500,20,南,1-1-1,,2019-08-24,低-13,1,,https://image1.ljcdn.com/310000-inspection/063a4825-ebb0-48e7-9c1a-51cedfd4ce8c.jpg.780x439.jpg
整租·东兴苑 1室1厅 南,浦东-外高桥-东兴苑,浦东,3400,55,南,1-1-1,港城路-845;,2019-08-24,高-6,0,"【装修描述】 房子最近重新装修一下，干净整洁了许多，家具家电也都会配好，照片会重新传
【交通出行】 港城路地铁站（6号线） 公交地址:81路; 181路; 313路; 453路; 508路; 640路; 815路; 高川专线; 浦东17路; 浦东19路; 外高桥1路; 外高桥3路 大同路和龙路地址:81路; 313路; 640路; 815路; 971路; 1027路; 浦东17路
【周边配套】 乐耶教育 ，上海江东书院，路顺驾驶员培训公司，精锐教育，上海市第七人民医院，浦东新区高桥社区卫生服务中，新侨医院，中国建设银行，中国工商银行，招商银行，中国银行(外高桥保税区支行），外高桥休闲广场，高桥·红坊，小马宝莉广场，红玲百货",http://vrlab-image.ljcdn.com/release/auto3dhd/8101f5152ccb09f45dbb88d5a643ea19/screenshot/1544161565_8/pc0_jxIPHWGvw.jpg.q_70.jpg
整租·东方城市豪庭 2室2厅 南,浦东-惠南-东方城市豪庭,浦东,2200,100,南,2-2-1,惠南-1109;,2019-02-13,高-17,0,,https://image1.ljcdn.com/310000-inspection/8f404961-292a-4905-a0ab-3d2bf230a612.jpg.780x439.jpg
整租·民乐城汇雅苑 2室1厅 南,浦东-惠南-民乐城汇雅苑,浦东,1800,85,南,2-1-1,,2019-08-21,高-18,0,,https://image1.ljcdn.com/310000-inspection/372dec20-88db-445d-a1cb-3543fe9afb2f.jpg.780x439.jpg
整租·乐山一村 1室1厅 南,徐汇-徐家汇-乐山一村,徐汇,6300,50,南,1-1-1,交通大学-633;虹桥路-908;,2019-08-26,高-24,1,"【房源亮点】 高楼层，采光好，一房精装修，看房方便，诚意出租，拎包即可入住
【户型介绍】 正规一房，进门是一个小餐厅，左手边有个厨房，往前过道左边是卫生间，正前方是大卧室，房子整体感觉很正气
【交通出行】 距离比较近的有交通大学10号、11号地铁站，门口有公交车76路，远一点有徐家汇1号、9号、11号地铁站，虹桥路3号、4号、10号地铁站",https://image1.ljcdn.com/310000-inspection/6fec1d87-c560-423e-97e7-b9278e23b35f.jpg.780x439.jpg
整租·汇港苑 2室1厅 南,奉贤-奉贤金汇-汇港苑,奉贤,1200,69,南,2-1-1,,2019-08-07,中-18,0,,https://image1.ljcdn.com/310000-inspection/2763d0be-6406-4e43-8cc3-504187b05acf.jpg.780x439.jpg
整租·凤城二村 1室1厅 南,杨浦-控江路-凤城二村,杨浦,4000,34,南,1-1-1,江浦路-249;黄兴路-585;鞍山新村-953;黄兴公园-963;延吉中路-992;,2019-08-23,中-5,0,,https://image1.ljcdn.com/310000-inspection/5472d4a8-04d3-49b4-84ab-fb1b158480fb.jpg.780x439.jpg
整租·彩虹雅苑 3室2厅 南/北,浦东-惠南-彩虹雅苑,浦东,2000,111,南-北,3-2-1,,2019-03-02,高-5,0,"【房源亮点】 房源亮点：户型方正，南北通，交通便利，生活居家工作方便，装修精致，家具家电齐全
【户型介绍】 户型介绍：此房为南北通户型，户型方正，面积适中，布局舒展，主卧朝南次卧朝北，全明设计，南北通透，采光充分，有利于室内空气流通
【交通出行】 小区门口浦东51路 川芦专线 两滨专线多条公交直达惠南地铁口 出门自驾就是申嘉湖高速 上海绕城高速
【周边配套】 小区位于民乐大居 惠南地铁站浦东三甲医院 野生动物园 生活配套 欧尚超市 走路10mi 门口就是小吃一条街 菜市场等
【小区介绍】 此房为2010和2012年本地动迁房，小区房型方正，楼间距宽阔，楼栋之间无遮挡，小区无停车费，小区1公里内配套完善，浦东医院，欧尚超市，酒店饭馆菜市场生活超市遍布，居家旅行必备",https://image1.ljcdn.com/310000-inspection/55a7451a-6d2e-42b6-8658-29491ddeb70e.jpg.780x439.jpg
整租·中阳小区 2室0厅 南,长宁-中山公园-中阳小区,长宁,7000,51,南,2-0-0,延安西路-605;中山公园-606;,2019-08-26,中-7,0,,https://image1.ljcdn.com/310000-inspection/274eae11-f42c-4b03-8ede-5316c921b459.jpg.780x439.jpg
整租·玉田新村 1室1厅 南,虹口-曲阳-玉田新村,虹口,3400,34,南,1-1-1,曲阳路-281;四平路-445;邮电新村-908;赤峰路-988;,2019-08-23,中-5,0,,https://image1.ljcdn.com/310000-inspection/7e5da0fe-bc70-4934-ad0e-31d982837b79.jpg.780x439.jpg
整租·斜土新村 1室0厅 北,黄浦-打浦桥-斜土新村,黄浦,6000,32,北,1-0-1,鲁班路-334;打浦桥-646;大木桥路-1068;,2019-08-05,低-7,0,,https://image1.ljcdn.com/hdic-frame/prod-493c9d47-9708-474a-a0a4-bb9fd57856ee.png.780x439.jpg
整租·华山路734号 1室1厅 东南,静安-静安寺-华山路734号,静安,5600,24,东南,1-1-1,江苏路-1023;,2019-06-30,中-5,0,"【房源亮点】 位于华山路镇宁路，近江.五、爱.菊，小区里位置好，品质小区，房东诚意租
【交通出行】 近1、10号地铁线，出门就有公交站台，交通便捷，让您的出行不再有困扰。
【周边配套】 校园：上海戏剧学院，上海市市西，上海市一师付小娜，五原路幼儿园 医院：华山医院（三级甲等），邮电医院（二级甲等），妇婴保健院（三级甲等） 购物：昕昊食品店，飞蛋超市等 银行：农商行，工行，浦行等配套完善。",https://image1.ljcdn.com/shfdfs-image/20141115/c3efec35-a8d6-4c17-9d87-8b16bd196fd6.jpg.780x439.jpg
整租·东亚启航公馆 2室1厅 南,浦东-川沙-东亚启航公馆,浦东,3500,79,南,2-1-1,,2019-08-24,中-11,1,"【户型介绍】 此房为两房户，户型方正，一南一北，南北通透，带阳台，楼间距大，采光好。
【出租原因】 房东人不住在这边，想省点心租出去，房东人很好的，房子位置好。

【周边配套】 小区隔壁是别墅区，门口200米就有公交车站，早餐店罗森便利店。",https://image1.ljcdn.com/310000-inspection/12179004-9258-43c5-a333-4d20159d18e8.jpg.780x439.jpg
整租·荷风华庭 2室2厅 南/北,浦东-泥城镇-荷风华庭,浦东,1000,81,南-北,2-2-1,,2019-08-17,高-6,0,,https://image1.ljcdn.com/310000-inspection/4138021e-ae6e-4d71-8457-1e2c749d968e.jpg.780x439.jpg
整租·远洋万和四季 3室1厅 南,浦东-惠南-远洋万和四季,浦东,1300,90,南,3-1-1,,2019-07-15,低-17,0,,https://image1.ljcdn.com/310000-inspection/685d506f-580e-4f09-86d8-833894d95791.jpg.780x439.jpg
整租·绿地香颂(奉贤)(公寓) 2室1厅 南,奉贤-海湾-绿地香颂(奉贤)(公寓),奉贤,1000,63,南,2-1-1,,2019-05-18,高-8,1,,https://image1.ljcdn.com/310000-inspection/ca899db7-eee1-4701-80ea-72747f56817c.jpg.780x439.jpg
整租·北方花苑 3室1厅 南,黄浦-蓬莱公园-北方花苑,黄浦,9000,99,南,3-1-1,西藏南路-554;陆家浜路-948;南浦大桥-1107;,2019-08-24,高-7,0,"【房源亮点】 两房朝南一房朝北户型，采光较好，房东诚意出租，看房有钥匙。。。
【交通出行】 地铁4/8号线，换乘很方便的，边上吃饭和购物都很方便的。。。。。
【周边配套】 前面就是蓬莱公园，空气较好，适合散步，出门就是超市，购物比较方便。",http://vrlab-image.ljcdn.com/release/auto3dhd/6f793a856e03c4b926cbe5a2a2295239/screenshot/1551254036_0/pc0_UlCrjKBc1.jpg.q_70.jpg
整租·西大街58-62号 2室1厅 南,浦东-周浦-西大街58-62号,浦东,2400,61,南,2-1-1,,2019-08-23,中-6,0,"【房源亮点】 西大街，两房，中楼层，爬楼不再累，简装，家具家电齐全，可拎包入住。
【户型介绍】 主卧朝南，采光好，中间楼层，南北通透，空气清新，有储物间可 改 卧室。
【装修描述】 简单装修，比较老式，简单。简单装修，比较老式，简单。简单装修，比较老式，简单。",https://image1.ljcdn.com/310000-inspection/7135232d-e424-4bd9-88d4-7121272f79e5.jpg.780x439.jpg
整租·石泉一村 1室1厅 南,普陀-光新-石泉一村,普陀,4200,31,南,1-1-1,镇坪路-665;岚皋路-754;,2019-08-25,中-6,0,,https://image1.ljcdn.com/310000-inspection/b2a756f7-e391-47ff-808f-36d13506ce2a.jpg.780x439.jpg
整租·大木小区 1室0厅 南,徐汇-斜土路-大木小区,徐汇,6000,38,南,1-0-1,嘉善路-200;大木桥路-589;打浦桥-814;,2019-08-25,低-6,0,"【房源亮点】 到嘉善路地铁站4号口步行271米（距离来自高德地图），房子精装修朝南，中间楼层，小区到步行324米可以到万有全菜市场
【交通出行】 地铁有嘉善路地铁站可以乘坐9号线，12号线，房子到嘉善路地铁站4号口高德地图显示步行271米，到大木桥路地铁站4号口步行584米，可以乘坐4号线。
【周边配套】 菜市场有医学院路的万有全菜市场，清正路有联华超市；医院有中山医院。",https://image1.ljcdn.com/310000-inspection/3a9b64f8-9cb3-4004-92f4-9e8158ba5dc7.jpg.780x439.jpg
整租·德盈佳园 2室1厅 南,浦东-惠南-德盈佳园,浦东,2100,61,南,2-1-1,,2019-06-01,高-6,0,"【交通出行】 小区门口有直达16号线惠南站和惠南东站地铁的公交车，15分一趟，方便出行，浦东31路，1121路，1071路；距离浦东机场车程20分。
【周边配套】 小区自带绿苑幼儿园 优质幼儿园；小区门口就有超市，餐馆，便利店，生活方便。
【小区介绍】 园林风格:现代风格；入住率高；停车费80元月；小区自带浦东新区绿苑幼儿园；",https://image1.ljcdn.com/310000-inspection/4f265acc-10a8-4150-b289-936a1a80d43c.jpg.780x439.jpg
整租·棕榈滩海景城 2室1厅 南,奉贤-海湾-棕榈滩海景城,奉贤,1100,90,南,2-1-1,,2019-05-15,中-16,1,,https://image1.ljcdn.com/310000-inspection/9e4ab799-8779-4512-be4a-881f77cbaff2.jpg.780x439.jpg
整租·双辽支路70弄 1室1厅 南,杨浦-鞍山-双辽支路70弄,杨浦,3900,39,南,1-1-1,江浦路-572;鞍山新村-824;江浦公园-1016;,2019-08-23,高-7,0,,https://image1.ljcdn.com/310000-inspection/c0f45301-df4f-4b15-89e8-83e23b4e7bb7.jpg.780x439.jpg
整租·民乐城锦园 3室2厅 南/北,浦东-惠南-民乐城锦园,浦东,1900,127,南-北,3-2-1,,2019-07-04,中-13,0,,https://image1.ljcdn.com/310000-inspection/a0642d5d-906b-4b1e-85cd-6faf4dd9f2fb.jpg.780x439.jpg
整租·虹南小区 2室1厅 南,长宁-古北-虹南小区,长宁,5200,42,南,2-1-1,宋园路-879;虹桥路-1060;宜山路-1089;,2019-08-24,高-6,0,,https://image1.ljcdn.com/310000-inspection/a91c7d43-536b-4ffc-9d4e-274ef23492a5.jpg.780x439.jpg
整租·延平路461弄 1室1厅 南,静安-曹家渡-延平路461弄,静安,5500,35,南,1-1-1,昌平路-537;长寿路-750;武宁路-807;,2019-03-23,中-6,0,,https://image1.ljcdn.com/310000-inspection/6d853141-55c0-446e-8284-22c5510f5ea3.jpg.780x439.jpg
整租·大林大楼 2室1厅 南,黄浦-老西门-大林大楼,黄浦,9000,63,南,2-1-1,陆家浜路-14;老西门-730;马当路-853;,2019-08-26,高-17,1,"【房源亮点】 房子户型好，两房朝南，隔音效果好，采光无遮挡，装修好，房间带地暖
【装修描述】 两房朝南精装修房屋，房间内带地暖，房屋保养的较好，干净整洁无异味
【交通出行】 穿过马路就是8,9号线陆家浜路站地铁站4号口，出行便利，旁边就有公交站",https://image1.ljcdn.com/310000-inspection/3d9c9998-3919-4f1c-9c85-99c45fb01813.jpg.780x439.jpg
整租·龙吴路11弄 1室1厅 南,徐汇-万体馆-龙吴路11弄,徐汇,4500,36,南,1-1-1,龙漕路-465;漕溪路-521;上海游泳馆-731;龙华-944;上海体育馆-1165;,2019-08-18,中-6,0,"【交通出行】 交通便利，距离地铁500米左右3号线漕溪路地铁站+12号线龙漕路站，多路公交交汇，公交车直达徐家汇
【周边配套】 近地铁3号线、12号线龙漕路站，银行：中国工商银行，农业银行等，商城：正大光城、绿地缤纷城、保利时光里、徐汇日月光、星巴克，娱乐：上海京剧院、朵云轩等，公交直达徐家汇。
【小区介绍】 小区旁边就是龙华公园和龙华寺，可以散步呼吸新鲜空气。小区北门出来有漕溪菜市场，小区门口就有兰州料理，中华沙县料理，生活十分便利。",https://image1.ljcdn.com/310000-inspection/c4dae3b3-50b4-4344-b44d-5c3cdcd60b5f.jpg.780x439.jpg
整租·德盈佳园 2室1厅,浦东-惠南-德盈佳园,浦东,1200,89,2室1厅1卫,6,,2018-02-02,中-6,0,"【房源亮点】 园林风格:现代风格；入住率高；停车费80元月；小区自带浦东新区绿苑幼儿园；
【交通出行】 小区门口有直达16号线惠南站和惠南东站地铁的公交车，15分一趟，方便出行。
【小区介绍】 小区自带绿苑幼儿园 优质幼儿园；小区门口就有超市，餐馆，便利店，生活方便。",https://image1.ljcdn.com/shfdfs-image/20170523/d0e3b899-9845-48af-afda-ab3414d25510.jpg.780x439.jpg
整租·长城珑湾 1室1厅 南,浦东-惠南-长城珑湾,浦东,2200,63,南,1-1-1,惠南东-1018;,2019-04-17,高-12,1,"【房源亮点】 酒店式公寓，简约风，处于现代商务区与科教园区交汇地带，拎包即可入住，诚心出租。
【装修描述】 酒店式公寓，适合广大人群，简约风，家电设施齐全，干净整洁，家具全新。
【交通出行】 近G1501，连接申嘉湖高速，近A2、沪南公路及川南奉公路，距轨道16号线惠南站1.5公里。
【周边配套】 近大学城，大学城周 边配套完善，近体育馆，精装，朝南，诚心出租，提前联系，随时可看房。",https://image1.ljcdn.com/rent-front-image/1efeae8459c48eeb3fef0bc54884fd1d.png.780x439.jpg
整租·旭辉百合宫馆 1室1厅 南,青浦-盈浦-旭辉百合宫馆,青浦,2400,57,南,1-1-1,漕盈路-1003;,2019-08-24,低-14,0,,https://image1.ljcdn.com/310000-inspection/a6503c7d-e512-4258-acd0-5161607d41f4.jpg.780x439.jpg
整租·龙源星城 2室2厅 南,浦东-惠南-龙源星城,浦东,2000,104,南,2-2-1,,2019-07-27,中-6,0,"【房源亮点】 房子简单装修，房东同意合 租，租金可谈，大学城附 近，，，，，
【出租原因】 房子简单装修，房东同意合 租，租金可谈，大学城附 近，，，，，
【周边配套】 位于大学城附 近，适合陪读人群，周 边生活配套设施齐全，饭店餐馆，小吃店一应俱全，小区门口有公交站台，可以直达16号线惠南地铁站",https://image1.ljcdn.com/310000-inspection/22386f40-9c0d-4e26-bd2b-b26b89902dc1.jpg.780x439.jpg
整租·瑞和新苑江航路60弄 1室1厅 南,闵行-浦江-瑞和新苑江航路60弄,闵行,2600,55,南,1-1-1,浦航路-1047;闵瑞路-1099;,2019-08-25,高-17,1,"【装修描述】 房子装修还是蛮不错的，后期租客到期的话房东会换一下沙发。。。。。。。。

【交通出行】 
门口就有公交车，交通便利，离地铁站步行大概需要十五min左右。。。。。。。。

【出租原因】 
房东不在上海居住，房子目前是出租中。。。。。。。。。。。。。。。。。。。

【周边配套】 配套有满天星，吉乐买广场，菜市场，超市都有，生活便利。。。 。。。",https://image1.ljcdn.com/310000-inspection/b9b31e6f-f0aa-42b8-a983-117445c734d4.jpg.780x439.jpg
整租·蓝色城邦(公寓) 2室2厅 南,浦东-泥城镇-蓝色城邦(公寓),浦东,2200,87,南,2-2-1,,2019-08-14,中-14,1,"【房源亮点】 两室一厅一厨一卫，房子里空调洗衣机热水器冰箱都有，厨房的东西齐全可以正常使用
【装修描述】 精装修，卧室客厅木地板，装修风格内敛，家具和墙壁地板风格一致；
【小区介绍】 商品房小区，物业安保有保障，电梯房，环境优美，生活方便，小区内有幼儿园。",https://image1.ljcdn.com/310000-inspection/26ef2fdf-4524-40b8-a422-f1e83d41b5e5.jpg.780x439.jpg
整租·友谊三村 1室1厅 南,虹口-凉城-友谊三村,虹口,4100,33,南,1-1-1,赤峰路-458;大柏树-1051;,2019-08-24,中-5,0,,https://image1.ljcdn.com/310000-inspection/dbcd9735-1d0f-41e6-a726-aee6247d932e.jpg.780x439.jpg
整租·美丽园大酒店 1室0厅 西,静安-静安寺-美丽园大酒店,静安,7000,40,西,1-0-1,江苏路-659;静安寺-977;,2019-08-25,中-28,1,"【房源亮点】 小区安保好，进门要登记，之前是用来自住的，精装修，房子保养得很好，房东诚意出租，希望租客素质高，爱惜自己的房屋
【户型介绍】 此房一室一厅一厨一卫，51.54平米，精装修，朝向朝南，南北通透，采光较好
【交通出行】 近2号线11号线江苏路地铁站500米，100米处71路镇宁路地铁站，交通便利。",https://image1.ljcdn.com/rent-front-image/1efeae8459c48eeb3fef0bc54884fd1d.png.780x439.jpg
整租·万春小区 2室0厅 南,静安-曹家渡-万春小区,静安,6500,44,南,2-0-1,武宁路-721;昌平路-941;,2019-08-08,低-6,0,,https://image1.ljcdn.com/310000-inspection/7a294cb8-3590-4777-82b8-f6219048637b.jpg.780x439.jpg
整租·洪庆坊 1室0厅 北,静安-江宁路-洪庆坊,静安,4800,33,北,1-0-1,汉中路-1114;昌平路-1120;,2019-08-04,中-7,0,"【交通出行】 公交：54,76,113
轨交：地铁一号线汉中路站，临7/长寿路，昌平路；13号线江宁路
【周边配套】 幼儿园，中小，学齐全，上海市静安区中 心医院、静安老年医院、江宁路街道社区卫生服务中 心；江宁路邮政所；光大银行、工商银行、交通银行、农业银行、浦发银行、中国银行、建设银行、上海银行；汇岛会所、久鼎桑拿会所、艺海剧院、太阳岛花园浴场。
【小区介绍】 洪庆坊位处市中 心，环境幽雅，闹中取静，各项设施齐全完善，交通方便快捷。",https://image1.ljcdn.com/hdic-frame/dd2df8ab-b21c-4843-9263-0ec85eeacd84.png.780x439.jpg
整租·丽水雅苑 2室1厅 南,浦东-惠南-丽水雅苑,浦东,1800,79,南,2-1-1,,2018-12-07,低-18,0,"【房源亮点】 户型双南，冬暖夏凉，空间足，房型正，精装修，家具家电全新 ，诚心出租
【户型介绍】 此房为双南户型，两个卧室朝南，冬天暖和，进门就是厨房，卫生间在两个卧室旁边，紧挨着厨房，面积比较大，可做干湿分离
【周边配套】 此房所在位置相对比较好，出门300米处就是南汇四中，公交车可以到下盐公路去乘坐，
【小区介绍】 此房为2016年动迁房，分为2梯4户或者2梯6户，总共24栋，楼栋间距比较大，边套南北通，双南户型居多，小区绿化面积大，",https://image1.ljcdn.com/310000-inspection/47ed48b7-6e35-46ac-b0b5-b66a7c1c7008.jpg.780x439.jpg
整租·盛华景苑 2室2厅 南,徐汇-华泾-盛华景苑,徐汇,5000,90,南,2-2-1,,2019-08-25,高-28,1,,https://image1.ljcdn.com/310000-inspection/1f5bf66a-a9ab-4429-82a6-5b1bfdf610d4.jpg.780x439.jpg
整租·安东小区 1室1厅 南,长宁-新华路-安东小区,长宁,5800,41,南,1-1-1,虹桥路-506;宋园路-924;延安西路-927;,2019-08-26,低-6,0,,https://image1.ljcdn.com/310000-inspection/3b575925-c1ce-432a-b6e9-a44bc7899202.jpg.780x439.jpg
整租·控江六村 1室0厅 南,杨浦-黄兴公园-控江六村,杨浦,3300,29,南,1-0-1,黄兴路-657;延吉中路-709;,2019-08-23,中-5,0,,https://image1.ljcdn.com/310000-inspection/a335247f-ac08-49e2-9095-a7ed55319fd8.jpg.780x439.jpg
整租·虹古小区 1室1厅 南/北,长宁-虹桥-虹古小区,长宁,5000,38,南-北,1-1-1,水城路-430;,2019-08-25,低-6,0,"【户型介绍】 本房为一室一厅一厨一卫户型，卧室朝南，卧室与客厅中间被推拉门隔开
【装修描述】 房屋精装修，无漏水掉灰现象，业主已将窗户等小问题解决  放心入住
【交通出行】 出门公交519路;700路;757路;827路;941路；1217路
10号线水城路地铁站（710米百度地图）
【周边配套】 出门左拐见仙霞，仙霞走通到水霞，星空广场菜市场，这里就是，你的主场。",https://image1.ljcdn.com/310000-inspection/1238d708-f6a8-43d0-a8d5-9011cfb15292.jpg.780x439.jpg
